[7l----system---- ------memory-usage-----
16-09 15:54:30|9117M 1951M  252M  690M
16-09 15:54:40|9117M 1951M  252M  690M
16-09 15:54:50|9117M 1951M  252M  690M
16-09 15:55:00|9117M 1951M  252M  689M
16-09 15:55:10|9117M 1952M  252M  690M
16-09 15:55:20|9117M 1952M  252M  689M
16-09 15:55:30|9117M 1952M  252M  689M
16-09 15:55:40|9117M 1952M  253M  689M
16-09 15:55:50|9117M 1952M  253M  689M
16-09 15:56:00|9117M 1952M  253M  689M
16-09 15:56:10|9116M 1952M  253M  689M
16-09 15:56:20|9117M 1952M  253M  689M
16-09 15:56:30|9117M 1952M  253M  689M
16-09 15:56:40|9117M 1952M  253M  688M
16-09 15:56:50|9117M 1952M  253M  688M
16-09 15:57:00|9117M 1952M  253M  688M
16-09 15:57:10|9117M 1952M  253M  688M
16-09 15:57:20|9117M 1952M  253M  688M
16-09 15:57:30|9117M 1952M  253M  688M
16-09 15:57:40|9117M 1952M  253M  688M
16-09 15:57:50|9117M 1952M  253M  688M
16-09 15:58:00|9117M 1952M  254M  688M
16-09 15:58:10|9117M 1952M  254M  688M
16-09 15:58:20|9117M 1952M  254M  688M
16-09 15:58:30|9117M 1952M  254M  688M
16-09 15:58:40|9117M 1952M  254M  688M
16-09 15:58:50|9117M 1952M  254M  688M
16-09 15:59:00|9117M 1952M  254M  687M
16-09 15:59:10|9118M 1952M  254M  687M
16-09 15:59:20|9117M 1952M  254M  687M
16-09 15:59:30|9117M 1952M  254M  686M
16-09 15:59:40|9117M 1952M  254M  687M
16-09 15:59:50|9117M 1952M  254M  687M
16-09 16:00:00|9117M 1952M  254M  687M
16-09 16:00:10|9117M 1952M  255M  687M
16-09 16:00:20|9117M 1952M  255M  687M
16-09 16:00:30|9117M 1952M  255M  686M
16-09 16:00:40|9117M 1952M  255M  686M
16-09 16:00:50|9116M 1952M  255M  687M
16-09 16:01:00|9117M 1952M  255M  686M
16-09 16:01:10|9117M 1952M  255M  686M
16-09 16:01:20|9117M 1952M  255M  686M
16-09 16:01:30|9117M 1952M  255M  686M
16-09 16:01:40|9117M 1952M  255M  686M
16-09 16:01:50|9117M 1952M  255M  685M
16-09 16:02:00|9117M 1952M  255M  686M
16-09 16:02:10|9117M 1952M  255M  685M
16-09 16:02:20|9117M 1952M  255M  686M
16-09 16:02:30|9117M 1953M  255M  685M
16-09 16:02:40|9117M 1953M  255M  685M
16-09 16:02:50|9117M 1953M  256M  685M
16-09 16:03:00|9117M 1953M  256M  685M
16-09 16:03:10|9117M 1953M  256M  685M
16-09 16:03:20|9117M 1953M  256M  684M
16-09 16:03:30|9117M 1953M  256M  685M
16-09 16:03:40|9117M 1953M  256M  684M
16-09 16:03:50|9117M 1953M  256M  684M
16-09 16:04:00|9117M 1953M  256M  685M
16-09 16:04:10|9117M 1953M  256M  684M
16-09 16:04:20|9117M 1953M  256M  684M
16-09 16:04:30|9117M 1953M  256M  684M
16-09 16:04:40|9117M 1953M  257M  684M
16-09 16:04:50|9117M 1953M  257M  684M
16-09 16:05:00|9117M 1953M  257M  684M
16-09 16:05:10|9117M 1953M  257M  684M
16-09 16:05:20|9117M 1953M  257M  683M
16-09 16:05:30|9116M 1953M  257M  684M
16-09 16:05:40|9117M 1953M  257M  684M
16-09 16:05:50|9117M 1953M  257M  683M
16-09 16:06:00|9117M 1953M  257M  683M
16-09 16:06:10|9117M 1953M  257M  683M
16-09 16:06:20|9117M 1953M  257M  684M
16-09 16:06:30|9117M 1953M  257M  683M
16-09 16:06:40|9117M 1953M  257M  683M
16-09 16:06:50|9117M 1953M  257M  683M
16-09 16:07:00|9117M 1953M  257M  683M
16-09 16:07:10|9117M 1953M  257M  683M
16-09 16:07:20|9117M 1953M  257M  683M
16-09 16:07:30|9117M 1953M  258M  682M
16-09 16:07:40|9117M 1953M  258M  682M
16-09 16:07:50|9117M 1953M  258M  682M
16-09 16:08:00|9117M 1953M  258M  682M
16-09 16:08:10|9117M 1953M  258M  682M
16-09 16:08:20|9117M 1953M  258M  682M
16-09 16:08:30|9117M 1953M  258M  682M
16-09 16:08:40|9117M 1953M  258M  682M
16-09 16:08:50|9117M 1953M  258M  682M
16-09 16:09:00|9117M 1953M  258M  682M
16-09 16:09:10|9117M 1953M  258M  681M
16-09 16:09:20|9117M 1953M  259M  682M
16-09 16:09:30|9117M 1953M  259M  682M
16-09 16:09:40|9117M 1953M  259M  681M
16-09 16:09:50|9117M 1953M  259M  681M
16-09 16:10:00|9117M 1954M  259M  681M
16-09 16:10:10|9117M 1954M  259M  681M
16-09 16:10:20|9117M 1954M  259M  680M
16-09 16:10:30|9117M 1954M  259M  680M
16-09 16:10:40|9117M 1954M  259M  681M
16-09 16:10:50|9117M 1954M  259M  681M
16-09 16:11:00|9117M 1954M  259M  680M
16-09 16:11:10|9117M 1954M  259M  680M
16-09 16:11:20|9117M 1954M  259M  680M
16-09 16:11:30|9117M 1954M  259M  680M
16-09 16:11:40|9117M 1954M  259M  680M
16-09 16:11:50|9117M 1954M  259M  680M
16-09 16:12:00|9117M 1954M  260M  680M
16-09 16:12:10|9117M 1954M  260M  680M
16-09 16:12:20|9117M 1954M  260M  680M
16-09 16:12:30|9117M 1954M  260M  679M
16-09 16:12:40|9117M 1954M  260M  680M
16-09 16:12:50|9117M 1954M  260M  680M
16-09 16:13:00|9117M 1954M  260M  679M
16-09 16:13:10|9117M 1954M  260M  679M
16-09 16:13:20|9117M 1954M  260M  679M
16-09 16:13:30|9117M 1954M  260M  679M
16-09 16:13:40|9117M 1954M  260M  679M
16-09 16:13:50|9117M 1954M  260M  679M
16-09 16:14:00|9117M 1954M  260M  679M
16-09 16:14:10|9117M 1954M  260M  679M
16-09 16:14:20|9117M 1954M  261M  679M
16-09 16:14:30|9117M 1954M  261M  678M
16-09 16:14:40|9117M 1954M  261M  679M
16-09 16:14:50|9117M 1954M  261M  679M
16-09 16:15:00|9116M 1954M  261M  679M
16-09 16:15:10|9117M 1954M  261M  678M
16-09 16:15:20|9117M 1954M  261M  678M
16-09 16:15:30|9117M 1954M  261M  678M
16-09 16:15:40|9117M 1954M  261M  678M
16-09 16:15:50|9116M 1954M  261M  678M
16-09 16:16:00|9117M 1954M  261M  678M
16-09 16:16:10|9117M 1954M  261M  678M
16-09 16:16:20|9117M 1954M  261M  678M
16-09 16:16:30|9117M 1954M  261M  678M
16-09 16:16:40|9117M 1954M  262M  678M
16-09 16:16:50|9117M 1954M  262M  677M
16-09 16:17:00|9116M 1954M  262M  677M
16-09 16:17:10|9117M 1954M  262M  677M
16-09 16:17:20|9117M 1955M  262M  677M
16-09 16:17:30|9117M 1955M  262M  677M
16-09 16:17:40|9117M 1955M  262M  677M
16-09 16:17:50|9117M 1955M  262M  677M
16-09 16:18:00|9116M 1955M  262M  677M
16-09 16:18:10|9117M 1955M  262M  677M
16-09 16:18:20|9116M 1955M  262M  677M
16-09 16:18:30|9117M 1955M  262M  677M
16-09 16:18:40|9117M 1955M  262M  677M
16-09 16:18:50|9117M 1955M  262M  676M
16-09 16:19:00|9117M 1955M  262M  676M
16-09 16:19:10|9117M 1955M  263M  676M
16-09 16:19:20|9117M 1955M  263M  676M
16-09 16:19:30|9117M 1955M  263M  676M
16-09 16:19:40|9117M 1955M  263M  675M
16-09 16:19:50|9117M 1955M  263M  675M
16-09 16:20:00|9117M 1955M  263M  676M
16-09 16:20:10|9117M 1955M  263M  676M
16-09 16:20:20|9117M 1955M  263M  675M
16-09 16:20:30|9117M 1955M  263M  675M
16-09 16:20:40|9117M 1955M  263M  675M
16-09 16:20:50|9117M 1955M  263M  675M
16-09 16:21:00|9117M 1955M  264M  675M
16-09 16:21:10|9117M 1955M  264M  674M
16-09 16:21:20|9117M 1955M  264M  674M
16-09 16:21:30|9117M 1955M  264M  674M
16-09 16:21:40|9117M 1955M  264M  674M
16-09 16:21:50|9117M 1955M  264M  674M
16-09 16:22:00|9117M 1955M  264M  675M
16-09 16:22:10|9117M 1955M  264M  674M
16-09 16:22:20|9117M 1955M  264M  674M
16-09 16:22:30|9117M 1955M  264M  674M
16-09 16:22:40|9117M 1955M  264M  674M
16-09 16:22:50|9117M 1955M  264M  674M
16-09 16:23:00|9117M 1955M  264M  674M
16-09 16:23:10|9117M 1955M  264M  674M
16-09 16:23:20|9116M 1955M  264M  674M
16-09 16:23:30|9117M 1955M  264M  674M
16-09 16:23:40|9117M 1955M  264M  674M
16-09 16:23:50|9117M 1955M  265M  673M
16-09 16:24:00|9117M 1955M  265M  673M
16-09 16:24:10|9117M 1955M  265M  673M
16-09 16:24:20|9117M 1955M  265M  673M
16-09 16:24:30|9117M 1955M  265M  673M
16-09 16:24:40|9117M 1955M  265M  673M
16-09 16:24:50|9117M 1955M  265M  673M
16-09 16:25:00|9117M 1956M  265M  673M
16-09 16:25:10|9117M 1956M  265M  673M
16-09 16:25:20|9117M 1956M  265M  672M
16-09 16:25:30|9117M 1956M  265M  672M
16-09 16:25:40|9117M 1956M  266M  673M
16-09 16:25:50|9117M 1956M  266M  672M
16-09 16:26:00|9117M 1956M  266M  672M
16-09 16:26:10|9117M 1956M  266M  672M
16-09 16:26:20|9117M 1956M  266M  672M
16-09 16:26:30|9117M 1956M  266M  672M
16-09 16:26:40|9117M 1956M  266M  672M
16-09 16:26:50|9117M 1956M  266M  671M
16-09 16:27:00|9117M 1956M  266M  672M
16-09 16:27:10|9117M 1956M  266M  671M
16-09 16:27:20|9117M 1956M  266M  671M
16-09 16:27:30|9117M 1956M  266M  671M
