[7l----system---- ------memory-usage-----
     time     | used  buff  cach  free
17-09 10:23:38|8455M 2669M 1522M 3360M
17-09 10:23:48|8442M 2669M 1522M 3373M
17-09 10:23:58|8459M 2669M 1532M 3347M
17-09 10:24:08|8460M 2670M 1529M 3349M
17-09 10:24:18|8456M 2670M 1529M 3352M
17-09 10:24:28|8412M 2670M 1529M 3397M
17-09 10:24:38|8410M 2670M 1529M 3399M
17-09 10:24:48|8410M 2670M 1529M 3399M
17-09 10:24:58|8410M 2670M 1529M 3399M
17-09 10:25:08|8410M 2670M 1529M 3398M
17-09 10:25:18|8411M 2670M 1529M 3398M
17-09 10:25:28|8411M 2670M 1529M 3398M
17-09 10:25:38|8408M 2670M 1529M 3400M
17-09 10:25:48|8409M 2670M 1529M 3400M
17-09 10:25:58|8409M 2670M 1529M 3400M
17-09 10:26:08|8410M 2670M 1529M 3398M
17-09 10:26:18|8423M 2672M 1562M 3350M
17-09 10:26:28|8438M 2672M 1570M 3326M
17-09 10:26:38|8439M 2672M 1570M 3325M
17-09 10:26:48|8455M 2673M 1581M 3298M
17-09 10:26:58|8461M 2673M 1576M 3297M
17-09 10:27:08|8477M 2673M 1581M 3276M
17-09 10:27:18|8478M 2673M 1581M 3275M
17-09 10:27:28|8475M 2673M 1581M 3278M
17-09 10:27:38|8474M 2673M 1581M 3279M
17-09 10:27:48|8474M 2673M 1581M 3279M
17-09 10:27:58|8475M 2673M 1581M 3278M
17-09 10:28:08|8475M 2673M 1582M 3277M
17-09 10:28:18|8476M 2673M 1582M 3277M
17-09 10:28:28|8477M 2673M 1577M 3280M
17-09 10:28:38|8477M 2673M 1577M 3279M
17-09 10:28:48|8477M 2673M 1577M 3279M
17-09 10:28:58|8477M 2673M 1577M 3280M
17-09 10:29:08|8476M 2673M 1578M 3280M
17-09 10:29:18|8476M 2673M 1578M 3280M
17-09 10:29:28|8477M 2673M 1578M 3279M
17-09 10:29:38|8477M 2673M 1581M 3275M
17-09 10:29:48|8481M 2673M 1586M 3267M
17-09 10:29:58|8483M 2673M 1589M 3262M
17-09 10:30:08|8484M 2673M 1589M 3261M
17-09 10:30:18|8488M 2673M 1590M 3256M
17-09 10:30:28|8490M 2673M 1589M 3255M
17-09 10:30:38|8493M 2673M 1587M 3254M
17-09 10:30:48|8489M 2673M 1587M 3258M
17-09 10:30:58|8486M 2673M 1588M 3259M
17-09 10:31:08|8486M 2673M 1588M 3260M
17-09 10:31:18|8499M 2674M 1602M 3233M
17-09 10:31:28|8498M 2674M 1605M 3230M
17-09 10:31:38|8513M 2674M 1608M 3213M
17-09 10:31:48|8513M 2674M 1608M 3212M
17-09 10:31:58|8512M 2674M 1608M 3213M
17-09 10:32:08|8514M 2674M 1609M 3210M
17-09 10:32:18|8513M 2674M 1608M 3212M
17-09 10:32:28|8513M 2674M 1608M 3213M
17-09 10:32:38|8513M 2674M 1608M 3212M
17-09 10:32:48|8513M 2674M 1609M 3211M
17-09 10:32:58|8629M 2674M 1608M 3096M
17-09 10:33:08|8627M 2674M 1608M 3098M
17-09 10:33:18|8628M 2674M 1608M 3097M
17-09 10:33:28|8628M 2674M 1608M 3096M
17-09 10:33:38|8629M 2674M 1608M 3096M
17-09 10:33:48|8587M 2674M 1608M 3138M
17-09 10:33:58|8547M 2674M 1609M 3176M
17-09 10:34:08|8550M 2674M 1608M 3175M
17-09 10:34:18|8546M 2674M 1608M 3179M
17-09 10:34:28|8545M 2674M 1608M 3180M
17-09 10:34:38|8545M 2674M 1609M 3179M
17-09 10:34:48|8541M 2674M 1608M 3184M
17-09 10:34:58|8541M 2674M 1608M 3183M
17-09 10:35:08|8542M 2674M 1608M 3183M
17-09 10:35:18|8541M 2674M 1608M 3184M
17-09 10:35:28|8540M 2674M 1608M 3185M
17-09 10:35:38|8538M 2674M 1608M 3187M
17-09 10:35:48|8537M 2674M 1609M 3186M
17-09 10:35:58|8538M 2674M 1608M 3186M
17-09 10:36:08|8538M 2674M 1608M 3186M
17-09 10:36:18|8538M 2674M 1608M 3186M
17-09 10:36:28|8538M 2674M 1609M 3186M
17-09 10:36:38|8539M 2674M 1608M 3186M
17-09 10:36:48|8539M 2674M 1608M 3186M
17-09 10:36:58|8539M 2674M 1608M 3186M
17-09 10:37:08|8540M 2674M 1609M 3183M
17-09 10:37:18|8540M 2674M 1608M 3184M
17-09 10:37:28|8540M 2674M 1608M 3184M
17-09 10:37:38|8540M 2674M 1608M 3184M
17-09 10:37:48|8540M 2674M 1609M 3184M
17-09 10:37:58|8539M 2674M 1608M 3185M
17-09 10:38:08|8540M 2674M 1608M 3184M
17-09 10:38:18|8540M 2675M 1608M 3184M
17-09 10:38:28|8540M 2675M 1609M 3183M
17-09 10:38:38|8540M 2675M 1608M 3184M
17-09 10:38:48|8540M 2675M 1608M 3184M
17-09 10:38:58|8539M 2675M 1608M 3185M
17-09 10:39:08|8541M 2675M 1608M 3183M
17-09 10:39:18|8541M 2675M 1608M 3183M
17-09 10:39:28|8541M 2675M 1608M 3183M
17-09 10:39:38|8540M 2675M 1609M 3183M
17-09 10:39:48|8541M 2675M 1608M 3183M
17-09 10:39:58|8541M 2675M 1608M 3183M
17-09 10:40:08|8543M 2675M 1608M 3181M
17-09 10:40:18|8542M 2675M 1610M 3180M
17-09 10:40:28|8544M 2675M 1608M 3180M
17-09 10:40:38|8543M 2675M 1608M 3181M
17-09 10:40:48|8543M 2675M 1608M 3181M
17-09 10:40:58|8544M 2675M 1608M 3180M
17-09 10:41:08|8544M 2675M 1609M 3180M
17-09 10:41:18|8544M 2675M 1609M 3180M
17-09 10:41:28|8544M 2675M 1610M 3179M
17-09 10:41:38|8544M 2675M 1609M 3179M
17-09 10:41:48|8544M 2675M 1609M 3179M
17-09 10:41:58|8545M 2675M 1609M 3178M
17-09 10:42:08|8545M 2675M 1610M 3177M
17-09 10:42:18|8533M 2675M 1609M 3190M
17-09 10:42:28|8533M 2675M 1609M 3191M
17-09 10:42:38|8533M 2675M 1609M 3190M
17-09 10:42:48|8533M 2675M 1610M 3190M
17-09 10:42:58|8659M 2675M 1609M 3064M
17-09 10:43:08|8657M 2675M 1609M 3066M
17-09 10:43:18|8657M 2675M 1609M 3066M
17-09 10:43:28|8658M 2675M 1609M 3065M
17-09 10:43:38|8649M 2675M 1609M 3074M
17-09 10:43:48|8649M 2675M 1609M 3074M
17-09 10:43:58|8623M 2675M 1610M 3098M
17-09 10:44:08|8624M 2675M 1610M 3098M
17-09 10:44:18|8576M 2675M 1612M 3143M
17-09 10:44:28|8586M 2675M 1612M 3134M
17-09 10:44:38|8587M 2675M 1614M 3130M
17-09 10:44:48|8588M 2675M 1613M 3131M
17-09 10:44:58|8583M 2675M 1613M 3136M
17-09 10:45:08|8583M 2675M 1612M 3137M
17-09 10:45:18|8583M 2675M 1612M 3137M
17-09 10:45:28|8584M 2675M 1612M 3136M
17-09 10:45:38|8581M 2675M 1613M 3138M
17-09 10:45:48|8581M 2675M 1612M 3140M
17-09 10:45:58|8581M 2675M 1612M 3139M
17-09 10:46:08|8581M 2675M 1612M 3139M
17-09 10:46:18|8579M 2675M 1613M 3140M
17-09 10:46:28|8579M 2675M 1612M 3141M
17-09 10:46:38|8577M 2675M 1612M 3142M
17-09 10:46:48|8578M 2675M 1613M 3141M
17-09 10:46:58|8579M 2675M 1612M 3141M
17-09 10:47:08|8580M 2675M 1613M 3138M
17-09 10:47:18|8581M 2675M 1612M 3138M
17-09 10:47:28|8578M 2675M 1612M 3141M
17-09 10:47:38|8578M 2675M 1612M 3141M
17-09 10:47:48|8540M 2675M 1610M 3181M
17-09 10:47:58|8540M 2675M 1610M 3180M
17-09 10:48:08|8542M 2675M 1610M 3179M
17-09 10:48:18|8543M 2675M 1610M 3178M
17-09 10:48:28|8544M 2676M 1610M 3177M
17-09 10:48:38|8544M 2676M 1610M 3177M
17-09 10:48:48|8544M 2676M 1610M 3177M
17-09 10:48:58|8544M 2676M 1610M 3177M
17-09 10:49:08|8544M 2676M 1610M 3177M
17-09 10:49:18|8544M 2676M 1610M 3177M
17-09 10:49:28|8544M 2676M 1610M 3177M
17-09 10:49:38|8544M 2676M 1610M 3177M
17-09 10:49:48|8544M 2676M 1610M 3177M
17-09 10:49:58|8544M 2676M 1610M 3177M
17-09 10:50:08|8544M 2676M 1610M 3176M
17-09 10:50:18|8544M 2676M 1610M 3177M
17-09 10:50:28|8544M 2676M 1610M 3177M
17-09 10:50:38|8544M 2676M 1610M 3177M
17-09 10:50:48|8544M 2676M 1610M 3177M
17-09 10:50:58|8544M 2676M 1610M 3176M
17-09 10:51:08|8545M 2676M 1611M 3176M
17-09 10:51:18|8546M 2676M 1611M 3175M
17-09 10:51:28|8546M 2676M 1611M 3175M
17-09 10:51:38|8546M 2676M 1611M 3174M
17-09 10:51:48|8545M 2676M 1611M 3176M
17-09 10:51:58|8545M 2676M 1611M 3176M
17-09 10:52:08|8545M 2676M 1611M 3175M
17-09 10:52:18|8547M 2676M 1611M 3173M
17-09 10:52:28|8548M 2676M 1611M 3172M
17-09 10:52:38|8547M 2676M 1611M 3173M
17-09 10:52:48|8547M 2676M 1611M 3173M
17-09 10:52:58|8670M 2676M 1611M 3050M
17-09 10:53:08|8669M 2676M 1611M 3051M
17-09 10:53:18|8669M 2676M 1611M 3051M
17-09 10:53:28|8670M 2676M 1611M 3050M
17-09 10:53:38|8661M 2676M 1611M 3059M
17-09 10:53:48|8661M 2676M 1611M 3059M
17-09 10:53:58|8637M 2676M 1611M 3083M
17-09 10:54:08|8623M 2676M 1611M 3096M
17-09 10:54:18|8623M 2676M 1611M 3097M
17-09 10:54:28|8583M 2676M 1611M 3137M
17-09 10:54:38|8582M 2676M 1611M 3138M
17-09 10:54:48|8582M 2676M 1611M 3138M
17-09 10:54:58|8582M 2676M 1611M 3138M
17-09 10:55:08|8582M 2676M 1611M 3138M
17-09 10:55:18|8577M 2676M 1611M 3143M
17-09 10:55:28|8576M 2676M 1611M 3143M
17-09 10:55:38|8575M 2676M 1611M 3145M
17-09 10:55:48|8574M 2676M 1612M 3145M
17-09 10:55:58|8573M 2676M 1612M 3146M
17-09 10:56:08|8570M 2676M 1612M 3149M
17-09 10:56:18|8570M 2676M 1612M 3149M
17-09 10:56:28|8570M 2676M 1612M 3149M
17-09 10:56:38|8569M 2676M 1613M 3149M
17-09 10:56:48|8570M 2676M 1613M 3148M
17-09 10:56:58|8569M 2676M 1613M 3149M
17-09 10:57:08|8570M 2676M 1613M 3148M
17-09 10:57:18|8567M 2676M 1613M 3151M
17-09 10:57:28|8566M 2676M 1613M 3152M
17-09 10:57:38|8566M 2676M 1613M 3152M
17-09 10:57:48|8566M 2676M 1613M 3151M
17-09 10:57:58|8566M 2676M 1613M 3151M
17-09 10:58:08|8567M 2676M 1613M 3151M
17-09 10:58:18|8567M 2676M 1613M 3151M
17-09 10:58:28|8568M 2676M 1613M 3149M
17-09 10:58:38|8568M 2676M 1613M 3149M
17-09 10:58:48|8568M 2676M 1613M 3149M
17-09 10:58:58|8568M 2676M 1613M 3149M
17-09 10:59:08|8568M 2676M 1613M 3149M
17-09 10:59:18|8568M 2676M 1613M 3149M
17-09 10:59:28|8568M 2676M 1613M 3149M
17-09 10:59:38|8569M 2677M 1613M 3148M
17-09 10:59:48|8569M 2677M 1613M 3148M
17-09 10:59:58|8569M 2677M 1613M 3148M
17-09 11:00:08|8569M 2677M 1613M 3148M
17-09 11:00:18|8569M 2677M 1613M 3148M
17-09 11:00:28|8569M 2677M 1613M 3148M
17-09 11:00:38|8569M 2677M 1613M 3148M
17-09 11:00:48|8569M 2677M 1613M 3148M
17-09 11:00:58|8569M 2677M 1613M 3148M
17-09 11:01:08|8569M 2677M 1613M 3148M
17-09 11:01:18|8569M 2677M 1613M 3148M
17-09 11:01:28|8569M 2677M 1613M 3148M
17-09 11:01:38|8570M 2677M 1613M 3147M
17-09 11:01:48|8570M 2677M 1613M 3147M
17-09 11:01:58|8570M 2677M 1613M 3147M
17-09 11:02:08|8570M 2677M 1613M 3147M
17-09 11:02:18|8570M 2677M 1613M 3147M
17-09 11:02:28|8571M 2677M 1613M 3146M
17-09 11:02:38|8571M 2677M 1613M 3146M
17-09 11:02:48|8571M 2677M 1613M 3146M
17-09 11:02:58|8686M 2677M 1613M 3031M
17-09 11:03:08|8695M 2677M 1613M 3022M
17-09 11:03:18|8695M 2677M 1613M 3022M
17-09 11:03:28|8695M 2677M 1613M 3021M
17-09 11:03:38|8695M 2677M 1613M 3021M
17-09 11:03:48|8696M 2677M 1613M 3021M
17-09 11:03:58|8663M 2677M 1613M 3053M
17-09 11:04:08|8647M 2677M 1613M 3070M
17-09 11:04:18|8647M 2677M 1613M 3070M
17-09 11:04:28|8645M 2677M 1613M 3072M
17-09 11:04:38|8646M 2677M 1613M 3071M
17-09 11:04:48|8646M 2677M 1613M 3071M
17-09 11:04:58|8645M 2677M 1613M 3072M
17-09 11:05:08|8646M 2677M 1613M 3071M
17-09 11:05:18|8608M 2677M 1613M 3109M
17-09 11:05:28|8606M 2677M 1613M 3111M
17-09 11:05:38|8605M 2677M 1613M 3111M
17-09 11:05:48|8605M 2677M 1613M 3111M
17-09 11:05:58|8605M 2677M 1613M 3112M
17-09 11:06:08|8606M 2677M 1613M 3111M
17-09 11:06:18|8602M 2677M 1613M 3114M
17-09 11:06:28|8602M 2677M 1613M 3114M
17-09 11:06:38|8602M 2677M 1613M 3114M
17-09 11:06:48|8602M 2677M 1613M 3114M
17-09 11:06:58|9.83G 2677M 1613M 1651M
17-09 11:07:08|11.2G 1999M 1335M 1195M
17-09 11:07:18|8556M 1999M 1335M 4116M
17-09 11:07:28|8200M 1999M 1359M 4449M
17-09 11:07:38|8200M 1999M 1359M 4448M
17-09 11:07:48|8200M 1999M 1359M 4448M
17-09 11:07:58|8200M 1999M 1359M 4449M
17-09 11:08:08|8197M 1999M 1359M 4452M
17-09 11:08:18|8319M 1999M 1359M 4329M
17-09 11:08:28|8319M 1999M 1359M 4330M
17-09 11:08:38|8320M 1999M 1359M 4329M
17-09 11:08:48|8320M 1999M 1359M 4329M
17-09 11:08:58|8320M 1999M 1359M 4329M
17-09 11:09:08|8320M 1999M 1359M 4329M
17-09 11:09:18|8320M 1999M 1359M 4329M
17-09 11:09:28|8320M 1999M 1359M 4328M
17-09 11:09:38|8321M 1999M 1359M 4328M
17-09 11:09:48|8288M 1999M 1359M 4360M
17-09 11:09:58|8288M 1999M 1359M 4360M
17-09 11:10:08|8206M 1999M 1363M 4439M
17-09 11:10:18|8207M 1999M 1366M 4435M
17-09 11:10:28|8207M 1999M 1366M 4434M
17-09 11:10:38|8207M 1999M 1366M 4434M
17-09 11:10:48|8207M 1999M 1366M 4435M
17-09 11:10:58|8207M 1999M 1366M 4435M
17-09 11:11:08|8207M 1999M 1366M 4434M
17-09 11:11:18|8208M 1999M 1366M 4434M
17-09 11:11:28|8208M 1999M 1366M 4434M
17-09 11:11:38|8208M 1999M 1366M 4434M
17-09 11:11:48|8208M 1999M 1366M 4434M
17-09 11:11:58|8175M 1999M 1367M 4465M
17-09 11:12:08|8175M 1999M 1367M 4466M
17-09 11:12:18|8175M 1999M 1367M 4466M
17-09 11:12:28|8175M 1999M 1367M 4466M
17-09 11:12:38|8175M 1999M 1367M 4465M
17-09 11:12:48|8175M 1999M 1367M 4465M
17-09 11:12:58|8282M 1999M 1367M 4358M
17-09 11:13:08|8306M 1999M 1367M 4335M
17-09 11:13:18|8305M 1999M 1367M 4335M
17-09 11:13:28|8306M 1999M 1367M 4335M
17-09 11:13:38|8306M 2000M 1367M 4335M
17-09 11:13:48|8305M 2000M 1367M 4335M
17-09 11:13:58|8271M 2000M 1367M 4369M
17-09 11:14:08|8253M 2000M 1367M 4387M
17-09 11:14:18|8253M 2000M 1367M 4387M
17-09 11:14:28|8251M 2000M 1367M 4389M
17-09 11:14:38|8259M 2000M 1367M 4381M
17-09 11:14:48|8260M 2000M 1367M 4380M
17-09 11:14:58|8259M 2000M 1367M 4381M
17-09 11:15:08|8259M 2000M 1367M 4381M
17-09 11:15:18|8259M 2000M 1367M 4381M
17-09 11:15:28|8216M 2000M 1367M 4424M
17-09 11:15:38|8220M 2000M 1367M 4420M
17-09 11:15:48|8264M 2000M 1367M 4376M
17-09 11:15:58|8326M 2000M 1367M 4315M
17-09 11:16:08|8394M 2000M 1367M 4247M
17-09 11:16:18|8461M 2000M 1367M 4179M
17-09 11:16:28|8517M 2000M 1367M 4123M
17-09 11:16:38|8532M 2000M 1367M 4108M
17-09 11:16:48|8528M 2000M 1367M 4112M
17-09 11:16:58|8528M 2000M 1367M 4112M
17-09 11:17:08|8528M 2000M 1367M 4112M
17-09 11:17:18|8528M 2000M 1367M 4112M
17-09 11:17:28|8529M 2000M 1367M 4111M
17-09 11:17:38|8530M 2000M 1367M 4110M
17-09 11:17:48|8530M 2000M 1367M 4110M
17-09 11:17:58|8530M 2000M 1367M 4110M
17-09 11:18:08|8527M 2000M 1367M 4113M
17-09 11:18:18|8528M 2000M 1367M 4112M
17-09 11:18:28|8528M 2000M 1367M 4112M
17-09 11:18:38|8528M 2000M 1367M 4112M
17-09 11:18:48|8528M 2000M 1367M 4112M
17-09 11:18:58|8528M 2000M 1367M 4112M
17-09 11:19:08|8529M 2000M 1367M 4111M
17-09 11:19:18|8529M 2000M 1367M 4111M
17-09 11:19:28|8529M 2000M 1367M 4111M
17-09 11:19:38|8528M 2000M 1367M 4112M
17-09 11:19:48|8521M 2000M 1367M 4119M
17-09 11:19:58|8521M 2000M 1367M 4119M
17-09 11:20:08|8521M 2000M 1367M 4119M
17-09 11:20:18|8521M 2000M 1367M 4119M
17-09 11:20:28|8521M 2000M 1367M 4119M
17-09 11:20:38|8521M 2000M 1367M 4119M
17-09 11:20:48|8521M 2000M 1367M 4119M
17-09 11:20:58|8521M 2000M 1367M 4119M
17-09 11:21:08|8521M 2000M 1367M 4119M
17-09 11:21:18|8521M 2000M 1367M 4118M
17-09 11:21:28|8521M 2000M 1367M 4118M
17-09 11:21:38|8521M 2000M 1367M 4118M
17-09 11:21:48|8522M 2000M 1367M 4118M
17-09 11:21:58|8521M 2000M 1367M 4118M
17-09 11:22:08|8521M 2000M 1367M 4118M
17-09 11:22:18|8522M 2000M 1367M 4118M
17-09 11:22:28|8521M 2000M 1367M 4119M
17-09 11:22:38|8521M 2000M 1367M 4119M
17-09 11:22:48|8520M 2000M 1367M 4119M
17-09 11:22:58|8529M 2000M 1367M 4111M
17-09 11:23:08|8647M 2000M 1367M 3992M
17-09 11:23:18|8648M 2000M 1367M 3991M
17-09 11:23:28|8648M 2000M 1367M 3991M
17-09 11:23:38|8648M 2000M 1367M 3991M
17-09 11:23:48|8648M 2000M 1367M 3991M
17-09 11:23:58|8641M 2000M 1367M 3998M
17-09 11:24:08|8617M 2000M 1367M 4023M
17-09 11:24:18|8617M 2000M 1367M 4023M
17-09 11:24:28|8574M 2000M 1367M 4065M
17-09 11:24:38|8573M 2000M 1367M 4066M
17-09 11:24:48|8572M 2000M 1367M 4067M
17-09 11:24:58|8573M 2000M 1367M 4066M
17-09 11:25:08|8573M 2001M 1367M 4066M
17-09 11:25:18|8573M 2001M 1367M 4066M
17-09 11:25:28|8573M 2001M 1367M 4066M
17-09 11:25:38|8573M 2001M 1367M 4066M
17-09 11:25:48|8570M 2001M 1367M 4069M
17-09 11:25:58|8570M 2001M 1367M 4069M
17-09 11:26:08|8571M 2001M 1367M 4068M
17-09 11:26:18|8556M 2001M 1367M 4083M
17-09 11:26:28|8556M 2001M 1367M 4083M
17-09 11:26:38|8556M 2001M 1367M 4083M
17-09 11:26:48|8556M 2001M 1367M 4083M
17-09 11:26:58|8556M 2001M 1367M 4083M
17-09 11:27:08|8557M 2001M 1367M 4082M
17-09 11:27:18|8557M 2001M 1367M 4082M
17-09 11:27:28|8557M 2001M 1367M 4082M
17-09 11:27:38|8557M 2001M 1367M 4082M
17-09 11:27:48|8557M 2001M 1367M 4081M
17-09 11:27:58|8550M 2001M 1367M 4089M
17-09 11:28:08|8549M 2001M 1367M 4090M
17-09 11:28:18|8549M 2001M 1367M 4090M
17-09 11:28:28|8548M 2001M 1367M 4091M
17-09 11:28:38|8548M 2001M 1367M 4091M
17-09 11:28:48|8548M 2001M 1367M 4091M
17-09 11:28:58|8548M 2001M 1367M 4090M
17-09 11:29:08|8549M 2001M 1367M 4089M
17-09 11:29:18|8549M 2001M 1367M 4090M
17-09 11:29:28|8543M 2001M 1367M 4096M
17-09 11:29:38|8543M 2001M 1367M 4095M
17-09 11:29:48|8539M 2001M 1367M 4100M
17-09 11:29:58|8539M 2001M 1367M 4099M
17-09 11:30:08|8539M 2001M 1367M 4099M
17-09 11:30:18|8539M 2001M 1367M 4099M
17-09 11:30:28|8539M 2001M 1367M 4099M
17-09 11:30:38|8540M 2001M 1367M 4099M
17-09 11:30:48|8539M 2001M 1367M 4099M
17-09 11:30:58|8539M 2001M 1367M 4099M
17-09 11:31:08|8540M 2001M 1367M 4099M
17-09 11:31:18|8540M 2001M 1367M 4098M
17-09 11:31:28|8541M 2001M 1367M 4098M
17-09 11:31:38|8541M 2001M 1367M 4097M
17-09 11:31:48|8541M 2001M 1367M 4097M
17-09 11:31:58|8541M 2001M 1367M 4097M
17-09 11:32:08|8541M 2001M 1367M 4098M
17-09 11:32:18|8541M 2001M 1367M 4098M
17-09 11:32:28|8541M 2001M 1367M 4098M
17-09 11:32:38|8541M 2001M 1367M 4097M
17-09 11:32:48|8541M 2001M 1367M 4098M
17-09 11:32:58|8538M 2001M 1367M 4101M
17-09 11:33:08|8671M 2001M 1367M 3967M
17-09 11:33:18|8671M 2001M 1367M 3967M
17-09 11:33:28|8671M 2001M 1367M 3967M
17-09 11:33:38|8671M 2001M 1367M 3967M
17-09 11:33:48|8671M 2001M 1367M 3967M
17-09 11:33:58|8656M 2001M 1367M 3982M
17-09 11:34:08|8632M 2001M 1367M 4007M
17-09 11:34:18|8631M 2001M 1367M 4007M
17-09 11:34:28|8620M 2001M 1367M 4018M
17-09 11:34:38|8620M 2001M 1367M 4018M
17-09 11:34:48|8620M 2001M 1367M 4018M
17-09 11:34:58|8619M 2001M 1367M 4019M
17-09 11:35:08|8620M 2001M 1367M 4018M
17-09 11:35:18|8620M 2001M 1367M 4018M
17-09 11:35:28|8619M 2001M 1367M 4019M
17-09 11:35:38|8619M 2001M 1367M 4019M
17-09 11:35:48|8619M 2001M 1367M 4019M
17-09 11:35:58|8619M 2001M 1367M 4019M
17-09 11:36:08|8619M 2001M 1367M 4019M
17-09 11:36:18|8619M 2001M 1367M 4019M
17-09 11:36:28|8620M 2001M 1367M 4019M
17-09 11:36:38|8620M 2001M 1367M 4018M
17-09 11:36:48|8579M 2001M 1367M 4059M
17-09 11:36:58|8580M 2001M 1367M 4058M
17-09 11:37:08|8579M 2001M 1367M 4059M
17-09 11:37:18|8579M 2002M 1367M 4059M
17-09 11:37:28|8580M 2002M 1367M 4058M
17-09 11:37:38|8580M 2002M 1367M 4058M
17-09 11:37:48|8579M 2002M 1367M 4059M
17-09 11:37:58|8579M 2002M 1367M 4059M
17-09 11:38:08|8579M 2002M 1367M 4059M
17-09 11:38:18|8569M 2002M 1367M 4069M
17-09 11:38:28|8569M 2002M 1367M 4069M
17-09 11:38:38|8571M 2002M 1367M 4067M
17-09 11:38:48|8573M 2002M 1367M 4065M
17-09 11:38:58|8573M 2002M 1367M 4065M
17-09 11:39:08|8573M 2002M 1367M 4065M
17-09 11:39:18|8573M 2002M 1367M 4065M
17-09 11:39:28|8573M 2002M 1367M 4064M
17-09 11:39:38|8574M 2002M 1367M 4064M
17-09 11:39:48|8566M 2002M 1367M 4071M
17-09 11:39:58|8567M 2002M 1367M 4071M
17-09 11:40:08|8568M 2002M 1367M 4069M
17-09 11:40:18|8567M 2002M 1367M 4070M
17-09 11:40:28|8567M 2002M 1367M 4070M
17-09 11:40:38|8567M 2002M 1367M 4070M
17-09 11:40:48|8567M 2002M 1367M 4071M
17-09 11:40:58|8567M 2002M 1367M 4071M
17-09 11:41:08|8567M 2002M 1367M 4070M
17-09 11:41:18|8567M 2002M 1367M 4070M
17-09 11:41:28|8568M 2002M 1367M 4070M
17-09 11:41:38|8564M 2002M 1367M 4074M
17-09 11:41:48|8564M 2002M 1367M 4074M
17-09 11:41:58|8564M 2002M 1367M 4074M
17-09 11:42:08|8562M 2002M 1367M 4075M
17-09 11:42:18|8564M 2002M 1367M 4073M
17-09 11:42:28|8565M 2002M 1367M 4073M
17-09 11:42:38|8565M 2002M 1367M 4073M
17-09 11:42:48|8565M 2002M 1367M 4073M
17-09 11:42:58|8565M 2002M 1367M 4072M
17-09 11:43:08|8703M 2002M 1368M 3934M
17-09 11:43:18|8702M 2002M 1368M 3936M
17-09 11:43:28|8702M 2002M 1368M 3936M
17-09 11:43:38|8702M 2002M 1368M 3935M
17-09 11:43:48|8702M 2002M 1368M 3935M
17-09 11:43:58|8689M 2002M 1368M 3948M
17-09 11:44:08|8664M 2002M 1368M 3974M
17-09 11:44:18|8664M 2002M 1368M 3973M
17-09 11:44:28|8663M 2002M 1368M 3974M
17-09 11:44:38|8663M 2002M 1368M 3974M
17-09 11:44:48|8662M 2002M 1368M 3975M
17-09 11:44:58|8662M 2002M 1368M 3975M
17-09 11:45:08|8662M 2002M 1368M 3975M
17-09 11:45:18|8662M 2002M 1368M 3975M
17-09 11:45:28|8616M 2002M 1368M 4021M
17-09 11:45:38|8614M 2002M 1368M 4023M
17-09 11:45:48|8614M 2002M 1368M 4023M
17-09 11:45:58|8614M 2002M 1368M 4023M
17-09 11:46:08|8615M 2002M 1368M 4022M
17-09 11:46:18|8614M 2002M 1368M 4023M
17-09 11:46:28|8615M 2002M 1368M 4022M
17-09 11:46:38|8615M 2002M 1368M 4022M
17-09 11:46:48|8614M 2002M 1368M 4023M
17-09 11:46:58|8614M 2002M 1368M 4023M
17-09 11:47:08|8615M 2002M 1368M 4022M
17-09 11:47:18|8615M 2002M 1368M 4022M
17-09 11:47:28|8615M 2002M 1368M 4022M
17-09 11:47:38|8615M 2002M 1368M 4022M
17-09 11:47:48|8609M 2002M 1368M 4028M
17-09 11:47:58|8609M 2002M 1368M 4028M
17-09 11:48:08|8609M 2002M 1368M 4027M
17-09 11:48:18|8610M 2003M 1368M 4027M
17-09 11:48:28|8610M 2003M 1368M 4027M
17-09 11:48:38|8610M 2003M 1368M 4027M
17-09 11:48:48|8609M 2003M 1368M 4028M
17-09 11:48:58|8609M 2003M 1368M 4027M
17-09 11:49:08|8611M 2003M 1368M 4026M
17-09 11:49:18|8611M 2003M 1368M 4026M
17-09 11:49:28|8611M 2003M 1368M 4025M
17-09 11:49:38|8611M 2003M 1368M 4026M
17-09 11:49:48|8605M 2003M 1368M 4031M
17-09 11:49:58|8605M 2003M 1368M 4031M
17-09 11:50:08|8605M 2003M 1368M 4031M
17-09 11:50:18|8606M 2003M 1368M 4030M
17-09 11:50:28|8606M 2003M 1368M 4030M
17-09 11:50:38|8607M 2003M 1368M 4030M
17-09 11:50:48|8607M 2003M 1368M 4030M
17-09 11:50:58|8607M 2003M 1368M 4030M
17-09 11:51:08|8605M 2003M 1368M 4032M
17-09 11:51:18|8607M 2003M 1368M 4030M
17-09 11:51:28|8607M 2003M 1368M 4029M
17-09 11:51:38|8608M 2003M 1368M 4029M
17-09 11:51:48|8601M 2003M 1368M 4035M
17-09 11:51:58|8601M 2003M 1368M 4035M
17-09 11:52:08|8591M 2003M 1368M 4045M
17-09 11:52:18|8591M 2003M 1368M 4045M
17-09 11:52:28|8591M 2003M 1368M 4045M
17-09 11:52:38|8588M 2003M 1368M 4048M
17-09 11:52:48|8588M 2003M 1368M 4048M
17-09 11:52:58|8588M 2003M 1368M 4048M
