71	1.000	-70.000	
71	2.000	-69.402	
71	3.000	-65.904	
71	4.000	-66.052	
71	5.000	-65.739	
71	6.000	-64.561	
71	7.000	-64.324	
71	8.000	-58.667	
71	9.000	-55.765	
71	10.000	-55.656	
71	11.000	-60.000	
71	12.000	-60.000	
71	13.000	-59.890	
71	14.000	-58.912	
71	15.000	-57.857	
71	16.000	-58.532	
71	17.000	-59.270	
71	18.000	-59.962	
71	19.000	-60.609	
71	20.000	-59.563	
71	21.000	-58.633	
71	22.000	-57.097	
71	23.000	-56.575	
71	24.000	-56.944	
71	25.000	-57.778	
71	26.000	-58.395	
71	27.000	-57.553	
71	28.000	-58.309	
71	29.000	-59.062	
71	30.000	-58.156	
71	31.000	-57.202	
71	32.000	-57.676	
71	33.000	-56.995	
71	34.000	-57.487	
71	35.000	-58.288	
71	36.000	-57.145	
71	37.000	-56.348	
71	38.000	-57.182	
71	39.000	-58.008	
71	40.000	-58.781	
71	41.000	-59.505	
71	42.000	-58.416	
71	43.000	-56.938	
71	44.000	-60.000	
71	45.000	-60.000	
71	46.000	-58.697	
71	47.000	-56.159	
71	48.000	-55.294	
71	49.000	-60.000	
71	50.000	-60.000	
71	51.000	-59.451	
71	52.000	-59.750	
71	53.000	-60.405	
71	54.000	-60.158	
71	55.000	-58.025	
71	56.000	-56.778	
71	57.000	-60.000	
71	58.000	-60.000	
71	59.000	-60.000	
71	60.000	-58.760	
71	61.000	-55.108	
71	62.000	-60.000	
71	63.000	-60.000	
71	64.000	-60.059	
71	65.000	-60.687	
71	66.000	-61.287	
71	67.000	-61.321	
71	68.000	-60.524	
71	69.000	-61.103	
71	70.000	-61.676	
71	71.000	-60.468	
71	72.000	-59.080	
71	73.000	-57.979	
71	74.000	-56.987	
71	75.000	-55.235	
71	76.000	-60.000	
71	77.000	-60.000	
71	78.000	-60.468	
71	79.000	-61.082	
71	80.000	-60.782	
71	81.000	-60.352	
71	82.000	-60.953	
71	83.000	-61.536	
71	84.000	-62.082	
71	85.000	-62.593	
71	86.000	-63.070	
71	87.000	-63.517	
71	88.000	-63.935	
71	89.000	-64.327	
71	90.000	-64.692	
71	91.000	-63.276	
71	92.000	-61.609	
71	93.000	-62.031	
71	94.000	-60.836	
71	95.000	-59.348	
71	96.000	-58.480	
71	97.000	-58.867	
71	98.000	-59.579	
71	99.000	-60.075	
71	100.000	-59.080	
71	101.000	-56.678	
71	102.000	-56.970	
71	103.000	-60.000	
71	104.000	-60.000	
71	105.000	-59.767	
71	106.000	-58.558	
71	107.000	-57.647	
71	108.000	-56.892	
71	109.000	-56.154	
71	110.000	-56.346	
71	111.000	-57.213	
71	112.000	-58.038	
71	113.000	-58.809	
71	114.000	-57.907	
71	115.000	-56.705	
71	116.000	-57.520	
71	117.000	-58.153	
71	118.000	-55.721	
71	119.000	-56.441	
71	120.000	-55.769	
71	121.000	-56.455	
71	122.000	-57.325	
71	123.000	-58.142	
71	124.000	-56.235	
71	125.000	-60.000	
71	126.000	-60.000	
71	127.000	-59.494	
71	128.000	-56.393	
71	129.000	-60.000	
71	130.000	-60.000	
71	131.000	-59.627	
71	132.000	-58.904	
71	133.000	-57.309	
71	134.000	-58.068	
71	135.000	-58.837	
71	136.000	-57.951	
71	137.000	-57.658	
71	138.000	-57.477	
71	139.000	-58.265	
71	140.000	-59.021	
71	141.000	-56.914	
71	142.000	-56.916	
71	143.000	-56.445	
71	144.000	-56.825	
71	145.000	-57.667	
71	146.000	-55.945	
71	147.000	-55.838	
71	148.000	-56.731	
71	149.000	-60.000	
71	150.000	-60.000	
71	151.000	-60.064	
71	152.000	-60.656	
71	153.000	-61.258	
71	154.000	-60.264	
71	155.000	-59.381	
71	156.000	-58.487	
71	157.000	-56.917	
71	158.000	-57.243	
71	159.000	-58.057	
71	160.000	-58.827	
71	161.000	-59.548	
71	162.000	-60.222	
71	163.000	-60.852	
71	164.000	-60.571	
71	165.000	-58.846	
71	166.000	-56.750	
71	167.000	-60.000	
71	168.000	-60.000	
71	169.000	-59.669	
71	170.000	-60.224	
71	171.000	-60.674	
71	172.000	-59.625	
71	173.000	-60.246	
71	174.000	-57.741	
71	175.000	-57.942	
71	176.000	-57.878	
71	177.000	-60.000	
71	178.000	-60.000	
71	179.000	-60.000	
71	180.000	-60.118	
71	181.000	-60.747	
71	182.000	-61.343	
71	183.000	-60.083	
71	184.000	-57.824	
71	185.000	-57.735	
71	186.000	-58.511	
71	187.000	-59.252	
71	188.000	-58.811	
71	189.000	-58.807	
71	190.000	-59.516	
71	191.000	-60.192	
71	192.000	-60.306	
71	193.000	-56.220	
71	194.000	-55.571	
71	195.000	-60.000	
71	196.000	-60.000	
71	197.000	-59.920	
71	198.000	-60.290	
71	199.000	-60.393	
71	200.000	-59.676	
71	201.000	-60.310	
71	202.000	-60.934	
71	203.000	-59.712	
71	204.000	-60.302	
71	205.000	-60.406	
71	206.000	-57.559	
71	207.000	-55.142	
71	208.000	-56.023	
71	209.000	-56.117	
71	210.000	-56.064	
71	211.000	-56.944	
71	212.000	-57.786	
71	213.000	-57.465	
71	214.000	-56.268	
71	215.000	-56.648	
71	216.000	-57.501	
71	217.000	-56.736	
71	218.000	-57.355	
71	219.000	-58.167	
71	220.000	-58.930	
71	221.000	-57.965	
71	222.000	-58.578	
71	223.000	-60.000	
71	224.000	-60.000	
71	225.000	-60.132	
71	226.000	-59.056	
71	227.000	-57.167	
71	228.000	-55.514	
71	229.000	-60.000	
71	230.000	-60.000	
71	231.000	-60.263	
71	232.000	-58.851	
71	233.000	-56.288	
71	234.000	-56.979	
